drawId,winningNumbers,joker,winners,jackpot,distributed,columns
778,"[18, 43, 39, 27, 32]",19,0,1170534.44,513649.19,8603839
779,"[5, 40, 35, 29, 16]",16,0,1684183.63,567032.93,9498039
780,"[21, 3, 32, 18, 34]",4,0,2339769.04,660230.96,11059145
781,"[30, 39, 29, 11, 40]",18,2,3272488.7,727511.3,12186119
782,"[27, 13, 42, 1, 37]",19,0,262041.23,337958.77,5660951
783,"[5, 32, 11, 35, 23]",19,0,356408.41,343591.59,5755303
784,"[4, 15, 32, 27, 26]",16,0,692008.29,407991.71,6834032
785,"[31, 20, 22, 7, 19]",9,0,1089542.07,477253.98,7994204
786,"[29, 34, 22, 13, 44]",3,1,1566796.05,543299.79,9100499
787,"[11, 18, 44, 20, 40]",1,1,267358.53,332641.47,5571884
788,"[34, 15, 14, 16, 28]",11,0,256715.57,343284.43,5750158
789,"[39, 37, 23, 6, 10]",17,0,346656.77,353343.23,5918647
790,"[36, 22, 1, 15, 29]",15,1,826369.64,373630.36,6258465
791,"[16, 14, 24, 17, 1]",6,0,300755.78,299244.22,5012466
792,"[18, 15, 34, 11, 29]",11,0,299244.22,328698.89,5505844
793,"[19, 41, 37, 43, 5]",5,0,653388.73,346611.27,5805884
794,"[27, 22, 30, 45, 19]",15,0,1110120.91,389879.09,6530638
795,"[5, 3, 44, 26, 7]",13,0,1382255.58,417744.42,6997394
796,"[39, 15, 26, 38, 33]",18,1,1782177.89,506089.56,8477212
797,"[13, 3, 22, 30, 14]",18,0,320885.96,279114.04,4675277
798,"[29, 30, 5, 33, 38]",9,0,279114.04,340746.35,5707644
799,"[8, 34, 20, 21, 37]",12,1,650092.63,349907.37,5861095
800,"[10, 20, 17, 34, 8]",19,0,193968.78,406031.22,6801193
801,"[28, 30, 16, 40, 36]",13,0,557129.89,342870.11,5743218
802,"[28, 15, 24, 41, 4]",12,0,748901.33,356282.08,5967874
803,"[17, 33, 10, 22, 13]",2,1,1105183.41,422429.32,7075868
804,"[25, 24, 8, 45, 27]",8,1,419985.75,180014.25,3015314
805,"[7, 23, 28, 10, 24]",3,0,293631.84,306368.16,5131795
806,"[10, 33, 43, 16, 28]",17,0,306368.16,338478.34,5669654
807,"[27, 7, 36, 34, 28]",9,0,644846.5,378537.94,6340669
808,"[43, 18, 7, 16, 37]",11,0,1105390.58,394609.42,6609873
809,"[36, 13, 6, 44, 28]",2,0,1488914.03,511085.97,8560904
810,"[27, 11, 41, 39, 19]",3,1,1948968.58,551031.42,9230007
811,"[33, 30, 5, 28, 32]",1,0,242929.82,357070.18,5981075
812,"[19, 30, 6, 16, 27]",4,0,357070.18,375473.78,6289343
813,"[13, 34, 44, 4, 5]",12,0,732543.96,427580.77,7162157
814,"[30, 26, 6, 19, 40]",3,0,1177877.6,422122.4,7070727
815,"[16, 19, 21, 11, 24]",16,0,1582247.13,543129.71,9097650
816,"[28, 26, 4, 40, 25]",20,0,2189856.93,610143.07,10220152
817,"[1, 8, 22, 35, 6]",9,0,2777531.85,722468.15,12101644
818,"[38, 17, 28, 9, 6]",4,0,3457988.06,942085.58,15780328
819,"[5, 15, 40, 42, 30]",15,0,4400073.64,1223573.29,20495365
820,"[4, 28, 22, 23, 27]",3,1,5946631.43,1553368.57,26019574
821,"[27, 4, 9, 8, 36]",11,0,202293.58,397706.42,6661749
822,"[28, 16, 3, 41, 10]",7,2,397706.42,420024.13,7035580
823,"[43, 44, 38, 13, 22]",16,0,194320.77,405679.23,6795297
824,"[30, 40, 45, 12, 42]",8,0,405679.23,406585.36,6810475
825,"[23, 17, 30, 19, 1]",15,0,812264.59,458701.49,7683442
826,"[22, 35, 42, 38, 31]",10,0,1339313.07,460686.93,7716699
827,"[17, 21, 4, 9, 25]",19,1,1731653.01,528553.17,8853487
828,"[3, 32, 7, 12, 31]",11,2,227153.68,372846.32,6245332
829,"[36, 27, 30, 35, 44]",11,0,215212.72,384787.28,6445348
830,"[40, 21, 10, 11, 24]",20,1,384787.28,385345.05,6454691
831,"[17, 5, 19, 30, 1]",16,0,201816.58,398183.42,6669739
832,"[35, 14, 28, 25, 17]",16,1,406137.61,393862.39,6597360
833,"[33, 20, 3, 6, 43]",20,0,3301024.94,698975.06,11708125
834,"[1, 20, 37, 36, 5]",6,0,4073101.5,926898.5,15525938
835,"[23, 45, 3, 26, 38]",9,1,4637469.53,1362530.47,22822956
836,"[33, 17, 34, 29, 28]",15,0,200024.27,399975.73,6699761
837,"[31, 19, 25, 30, 33]",19,0,399975.73,425248.77,7123095
838,"[18, 39, 15, 6, 20]",20,0,825224.5,432224.6,7239943
839,"[31, 9, 29, 14, 1]",18,0,1257449.1,491199.72,8227801
840,"[26, 14, 1, 28, 2]",18,0,1794035.63,605964.37,10150157
841,"[14, 28, 40, 30, 8]",13,3,2354613.19,753899.24,12628128
842,"[21, 26, 37, 42, 29]",15,0,210519.53,389480.47,6523961
843,"[39, 18, 45, 7, 3]",5,0,389480.47,469698.82,7867652
844,"[6, 5, 28, 10, 40]",9,0,859179.29,624539.01,10461290
845,"[17, 5, 31, 7, 28]",17,0,1527639.57,472360.43,7912235
846,"[28, 39, 17, 43, 27]",12,0,1956078.73,662328.58,11094281
847,"[21, 33, 17, 32, 37]",2,0,2618407.31,701691.77,11753631
848,"[8, 43, 14, 36, 23]",18,1,3320099.08,862096.24,14440473
849,"[16, 15, 18, 20, 24]",5,1,236544.43,363455.57,6088033
850,"[41, 21, 12, 13, 10]",19,0,186520.25,413479.75,6925959
851,"[11, 15, 22, 18, 41]",5,0,413479.75,390097.71,6534300
852,"[7, 28, 10, 22, 45]",5,0,803577.46,469496.44,7864262
853,"[18, 3, 28, 24, 1]",8,0,1273073.9,435768.09,7299298
854,"[9, 38, 10, 11, 31]",6,0,1708841.99,487762.13,8170220
855,"[41, 39, 24, 11, 3]",9,1,2196604.12,611511.46,10243073
856,"[13, 38, 43, 22, 9]",8,0,194972.1,405027.9,6784387
857,"[31, 22, 13, 41, 2]",10,0,433364.75,366635.25,6141294
858,"[24, 45, 38, 11, 35]",12,0,771663.15,460055.6,7706124
859,"[22, 26, 41, 39, 29]",16,1,1353607.28,446392.72,7477265
860,"[5, 40, 11, 45, 29]",18,0,213770.91,386229.09,6469499
861,"[41, 33, 17, 8, 40]",17,0,420469.25,379530.75,6357299
862,"[27, 45, 43, 12, 38]",7,0,765759.84,449662.67,7532038
863,"[8, 26, 16, 10, 33]",10,0,1274901.02,425098.98,7120586
864,"[36, 31, 29, 41, 15]",5,0,1640521.49,505574.46,8468584
865,"[37, 23, 27, 36, 20]",12,0,2146095.95,609099.4,10202670
866,"[31, 4, 16, 2, 26]",10,1,2755195.35,781128.59,13084231
867,"[21, 37, 25, 2, 28]",16,0,369945.69,230054.31,3853506
868,"[32, 45, 31, 6, 37]",19,0,279034.35,320965.65,5376309
869,"[42, 7, 27, 23, 10]",11,0,551019.96,522362.1,8749784
870,"[21, 4, 33, 9, 11]",5,1,1261538.07,438461.93,7344421
871,"[21, 40, 34, 1, 17]",20,0,225598.85,374401.15,6271376
872,"[22, 34, 25, 15, 20]",10,0,374401.15,369133.82,6183146
873,"[8, 11, 41, 4, 33]",18,1,743534.97,417096.32,6986538
874,"[41, 43, 37, 29, 34]",7,0,276317.7,323682.3,5421814
875,"[2, 42, 38, 35, 40]",13,0,323682.3,378672.26,6342919
876,"[28, 21, 34, 39, 24]",1,0,734277.5,365722.5,6126005
877,"[37, 19, 40, 41, 23]",19,0,1068489.59,431510.41,7227980
878,"[33, 3, 37, 41, 44]",9,0,1563028.12,436971.88,7319462
879,"[11, 25, 40, 26, 14]",7,0,1936559.35,573445.78,9605457
880,"[42, 5, 11, 37, 20]",7,0,2510005.13,660626.77,11065775
881,"[34, 32, 7, 43, 30]",1,0,3206057.22,793942.78,13298874
882,"[7, 2, 18, 21, 15]",2,1,4050724.33,949275.67,15900765
883,"[3, 40, 38, 8, 37]",15,0,241346.04,358653.96,6007604
884,"[19, 35, 20, 32, 34]",9,0,358653.96,380643.32,6375935
885,"[19, 20, 36, 43, 12]",14,0,739297.28,411539.74,6893463
886,"[9, 39, 7, 44, 13]",6,2,1159939.3,440060.7,7371201
887,"[19, 25, 7, 28, 14]",20,0,249423.75,350576.25,5872299
888,"[6, 5, 20, 12, 22]",19,0,350576.25,361970.71,6063161
889,"[26, 34, 32, 36, 10]",16,0,712546.96,394916.99,6615025
890,"[42, 43, 28, 27, 9]",12,0,1107463.95,404488.28,6775348
891,"[10, 35, 6, 23, 3]",8,2,1563218.74,436781.26,7316269
892,"[9, 20, 17, 23, 24]",10,0,267374.76,332625.24,5571612
893,"[41, 11, 18, 7, 5]",20,0,332625.24,368325.72,6169610
894,"[24, 30, 35, 42, 32]",19,0,726792.14,373207.86,6251388
895,"[5, 6, 8, 22, 3]",16,0,1093467.95,406532.05,6809582
896,"[9, 45, 17, 23, 16]",5,1,1586092.38,413907.62,6933126
897,"[32, 40, 23, 45, 29]",13,1,287585.06,312414.94,5233081
898,"[14, 28, 43, 24, 3]",19,1,301073.09,298926.91,5007151
899,"[8, 19, 6, 5, 33]",1,1,345221.24,254778.76,4267651
900,"[32, 23, 29, 13, 25]",9,1,296517.8,303482.2,5083454
901,"[32, 2, 20, 31, 41]",20,0,284191.72,315808.28,5289921
902,"[4, 7, 20, 32, 27]",4,0,315808.28,325605.59,5454030
903,"[45, 31, 1, 19, 10]",9,1,641413.87,367600.0,6157454
904,"[17, 41, 36, 31, 44]",5,0,277948.59,322051.41,5394496
905,"[37, 31, 16, 6, 8]",12,0,322051.41,358879.33,6011379
906,"[14, 24, 21, 7, 42]",13,0,680930.74,371069.83,6215575
907,"[2, 17, 37, 16, 5]",8,0,1092502.84,407497.16,6825748
908,"[20, 44, 17, 32, 37]",18,0,1566978.47,433021.53,7253292
909,"[35, 32, 17, 2, 41]",17,1,1958891.44,541108.56,9063795
910,"[26, 41, 31, 5, 18]",1,0,264720.98,335279.02,5616064
911,"[35, 18, 24, 36, 12]",10,1,335279.02,390137.17,6534961
912,"[32, 29, 12, 41, 22]",2,1,268757.24,331242.76,5548455
913,"[23, 34, 40, 18, 28]",19,1,232130.33,367869.67,6161971
914,"[24, 37, 4, 7, 38]",13,0,270261.14,329738.86,5523264
915,"[42, 28, 19, 25, 34]",12,0,356879.26,393120.74,6584937
916,"[43, 32, 19, 33, 14]",8,0,722859.6,380531.62,6374064
917,"[23, 8, 42, 37, 18]",18,0,1103391.22,432378.68,7242524
918,"[43, 27, 30, 44, 16]",19,0,1535769.9,471782.59,7902556
919,"[27, 35, 41, 45, 18]",18,0,2007552.49,554762.01,9292496
920,"[14, 38, 12, 16, 31]",19,1,2569794.44,630205.56,10556207
921,"[41, 3, 10, 5, 21]",14,0,223484.88,376515.12,6306786
922,"[6, 19, 29, 35, 25]",11,0,386659.47,363340.53,6086106
923,"[1, 26, 7, 15, 2]",11,0,785055.69,414944.31,6950491
924,"[35, 37, 25, 34, 23]",2,0,1284345.85,415654.15,6962381
925,"[18, 36, 2, 12, 31]",1,0,1570454.11,494875.03,8289364
926,"[16, 9, 41, 24, 23]",14,0,2065329.14,521175.27,8729904
927,"[20, 8, 45, 42, 7]",13,0,2586504.41,818193.4,13705082
928,"[42, 44, 37, 11, 5]",2,0,3404697.81,997202.95,16703567
929,"[37, 14, 11, 20, 36]",3,1,4553359.69,1446640.31,24231831
930,"[6, 17, 27, 35, 34]",4,1,224017.76,375982.24,6297860
931,"[45, 30, 15, 27, 9]",3,0,190962.58,409037.42,6851548
932,"[40, 23, 38, 6, 10]",20,1,422304.25,377695.75,6326562
933,"[44, 36, 17, 8, 28]",15,2,203138.88,396861.12,6647590
934,"[33, 16, 31, 5, 20]",17,0,229692.0,370308.0,6202814
935,"[30, 16, 7, 14, 26]",6,1,2735705.26,764294.74,12802257
936,"[28, 38, 1, 20, 33]",14,0,1726482.92,773517.08,12956735
937,"[7, 10, 27, 40, 43]",18,0,4592537.28,1407462.72,23575590
938,"[11, 1, 34, 42, 20]",10,0,7106531.74,2893468.26,48466805
939,"[20, 3, 12, 18, 13]",14,4,8071735.28,3928264.72,65800079
940,"[22, 24, 15, 3, 38]",2,0,120290.8,479709.2,8035330
941,"[13, 34, 31, 28, 12]",5,0,479709.2,573948.1,9613871
942,"[2, 7, 42, 25, 9]",4,0,1161662.65,538337.35,9017376
943,"[3, 28, 19, 10, 1]",2,0,1591994.65,660562.89,11064705
944,"[28, 33, 19, 18, 35]",3,1,2252557.54,917434.08,15367405
945,"[11, 20, 7, 32, 10]",14,0,91697.54,508302.46,8514279
946,"[34, 40, 41, 8, 3]",19,0,630746.67,569253.33,5721139
947,"[13, 42, 38, 3, 24]",17,0,1383298.7,616701.3,6198003
948,"[12, 2, 32, 5, 39]",7,2,1906581.4,593418.6,5964006
949,"[4, 27, 22, 23, 42]",20,0,103803.25,496196.75,4986902
950,"[29, 39, 17, 30, 5]",9,0,532219.56,467780.44,4701311
951,"[23, 3, 22, 26, 19]",5,0,975071.03,524928.97,5275668
952,"[45, 36, 42, 6, 10]",6,0,1603237.39,496762.61,4992589
953,"[19, 26, 15, 44, 29]",19,1,2017403.22,582596.78,5855244
954,"[37, 6, 30, 1, 16]",6,0,211152.51,388847.49,3908015
955,"[12, 6, 43, 45, 38]",17,0,388847.5,446553.31,4487973
956,"[38, 25, 40, 17, 13]",2,0,1084017.66,415982.34,4180727
957,"[31, 9, 3, 15, 6]",1,0,1251383.15,499116.97,5016251
958,"[27, 12, 1, 4, 36]",17,0,1998007.48,501992.52,5045151
959,"[20, 25, 37, 12, 27]",11,0,2404563.14,595436.86,5984290
960,"[22, 36, 44, 27, 29]",13,0,3121291.92,878708.08,8831237
961,"[2, 25, 10, 29, 39]",10,0,3726637.7,1276776.54,12831925
962,"[37, 12, 45, 28, 1]",4,1,5352537.61,1647462.39,16557411
963,"[34, 4, 32, 8, 21]",12,1,156139.36,443860.64,4460911
964,"[8, 39, 36, 41, 20]",8,0,348342.11,251657.89,2529225
965,"[23, 25, 11, 27, 16]",20,1,251657.88,527735.66,5303876
966,"[24, 31, 22, 12, 5]",13,1,222677.69,377322.31,3792184
967,"[13, 33, 10, 11, 1]",14,0,180531.68,419468.32,4215762
968,"[27, 10, 45, 31, 15]",3,0,514555.3,285444.7,2868791
969,"[34, 37, 17, 32, 11]",14,0,704913.04,335563.85,3372501
970,"[1, 34, 15, 30, 28]",5,0,1265020.53,434979.47,4371653
971,"[13, 36, 2, 15, 14]",15,0,1752584.33,547415.67,5501665
972,"[42, 1, 22, 33, 24]",15,0,2255220.78,544779.22,5475168
973,"[8, 34, 36, 15, 12]",13,0,2917550.28,582449.72,5853766
974,"[16, 44, 1, 2, 21]",10,0,3173741.35,826258.65,8304107
975,"[15, 34, 13, 11, 40]",15,2,3998612.1,1001387.9,10064200
976,"[45, 24, 44, 14, 21]",6,0,227408.92,372591.08,3744634
977,"[37, 24, 12, 15, 6]",5,0,378696.7,421303.3,4234204
978,"[16, 32, 10, 43, 34]",19,0,893430.06,406569.94,4086130
979,"[41, 36, 28, 16, 2]",14,0,1339010.13,460989.87,4633064
980,"[24, 12, 34, 40, 45]",8,0,1750444.47,449555.53,4518146
981,"[26, 34, 8, 3, 45]",16,1,2245716.34,554283.66,5570690
982,"[4, 7, 16, 27, 5]",7,2,244024.32,355975.68,3577645
983,"[42, 45, 3, 26, 29]",1,0,255891.09,344108.91,3458381
984,"[44, 22, 18, 26, 42]",11,0,452701.92,347298.08,3490433
985,"[22, 26, 17, 3, 9]",4,0,797666.97,402333.03,4043548
986,"[2, 37, 32, 31, 29]",11,1,1203490.71,396509.29,3985018
987,"[30, 27, 11, 21, 23]",20,0,253374.74,346625.26,3483671
988,"[21, 31, 9, 10, 39]",18,1,346625.29,355120.08,3569046
989,"[45, 27, 7, 35, 16]",6,0,250915.89,349084.11,3508383
990,"[43, 44, 14, 27, 26]",6,0,444096.46,355903.54,3576920
991,"[6, 19, 21, 42, 40]",17,0,707675.58,392324.42,3942959
992,"[15, 13, 6, 25, 14]",16,0,1210489.24,389510.76,3914681
993,"[15, 42, 38, 20, 22]",20,0,1578545.86,421454.14,4235720
994,"[37, 22, 8, 41, 19]",16,0,2494717.41,505282.59,5078217
995,"[44, 32, 9, 3, 28]",20,0,2868082.76,631917.24,6350927
996,"[33, 3, 18, 11, 4]",5,2,3725121.26,774878.74,7787726
997,"[43, 36, 14, 33, 6]",11,0,262958.08,337041.92,3387356
998,"[20, 28, 45, 25, 38]",13,0,420004.13,379995.87,3819054
999,"[26, 21, 34, 5, 18]",11,0,822522.47,377477.53,3793744
1000,"[4, 22, 36, 5, 11]",20,1,1100554.56,399445.44,4014527
1001,"[27, 11, 16, 26, 20]",13,0,277009.87,322990.13,3246132
1002,"[28, 26, 43, 25, 5]",9,0,495647.91,304352.09,3058815
1003,"[25, 23, 16, 15, 2]",1,0,833712.64,366287.36,3681280
1004,"[43, 42, 31, 41, 45]",19,0,1116039.25,383960.75,3858902
1005,"[21, 2, 33, 39, 1]",19,0,1584187.11,415812.89,4179024
1006,"[14, 36, 9, 2, 32]",17,0,2021000.53,478999.47,4814065
1007,"[1, 27, 14, 10, 4]",3,0,2458652.74,541347.26,5440676
1008,"[11, 35, 33, 17, 6]",13,0,3172872.39,627127.61,6302790
1009,"[39, 10, 25, 17, 44]",8,0,3440877.61,953201.24,9579912
1010,"[41, 6, 23, 39, 28]",1,0,4698221.1,1301778.9,13083205
1011,"[27, 34, 45, 20, 36]",6,2,6327183.02,1672816.98,16812231
1012,"[12, 10, 36, 2, 26]",15,0,176863.12,423136.88,4252632
1013,"[34, 28, 15, 45, 11]",19,0,579188.53,420811.47,4229261
1014,"[19, 38, 2, 15, 24]",17,0,1025023.32,474976.68,4773635
1015,"[37, 14, 18, 8, 23]",18,0,1531553.8,468446.2,4708002
1016,"[2, 41, 11, 6, 18]",14,1,1973597.74,526402.26,5290475
1017,"[25, 39, 27, 9, 33]",17,0,233766.57,366233.43,3680738
1018,"[9, 10, 21, 15, 31]",18,0,373747.27,426252.73,4283947
1019,"[5, 8, 23, 43, 14]",5,0,891033.81,408966.19,4110213
1020,"[31, 11, 22, 36, 6]",2,0,1330087.67,469912.33,4722737
1021,"[21, 41, 13, 9, 22]",19,0,2099143.77,500856.23,5033731
1022,"[34, 21, 26, 20, 22]",14,0,2248302.37,751697.63,7554750
1023,"[4, 8, 37, 25, 26]",20,0,3165511.31,834488.69,8386821
1024,"[45, 9, 4, 44, 13]",15,1,3844727.59,1155272.41,11610778
1025,"[26, 36, 23, 39, 9]",13,1,217827.07,382172.93,3840934
1026,"[41, 10, 34, 42, 15]",20,0,172240.35,427759.65,4299092
1027,"[4, 23, 40, 44, 9]",17,0,486189.65,413810.35,4158898
1028,"[5, 15, 36, 2, 26]",9,1,1011077.3,488922.7,4913796
1029,"[36, 2, 17, 11, 32]",1,0,233310.16,366689.84,3685325
1030,"[34, 41, 8, 11, 44]",14,0,368023.64,431976.36,4341471
1031,"[12, 15, 1, 23, 31]",6,0,1081415.44,418584.56,4206880
1032,"[15, 25, 33, 39, 43]",1,0,1504616.46,495383.54,4978729
1033,"[32, 45, 13, 17, 35]",1,0,1833060.83,466939.17,4692856
1034,"[17, 26, 34, 1, 40]",13,1,2271714.4,528285.6,5309403
1035,"[10, 3, 32, 29, 21]",13,0,241611.94,358388.06,3601890
1036,"[13, 21, 33, 23, 8]",6,0,477174.35,422825.65,4249504
1037,"[21, 2, 41, 39, 36]",8,0,1557614.34,442385.66,4446087
1038,"[18, 30, 17, 24, 44]",17,0,2469999.72,530000.28,5326636
1039,"[12, 38, 8, 36, 21]",13,0,4927427.71,1072572.29,10779621
1040,"[16, 19, 38, 22, 5]",1,0,7394934.95,1605065.05,16131307
1041,"[41, 33, 22, 8, 40]",6,4,8773187.14,3226812.86,32430280
1042,"[34, 21, 1, 13, 3]",16,0,195446.53,404553.47,4065864
1043,"[23, 39, 31, 32, 6]",14,0,636641.24,463358.76,4656872
1044,"[3, 1, 32, 37, 16]",17,0,1011558.78,488441.22,4908957
1045,"[40, 2, 45, 25, 39]",20,0,1540681.53,459318.47,4616266
1046,"[38, 31, 13, 44, 4]",12,0,1984750.59,515249.41,5178386
1047,"[27, 26, 24, 42, 13]",2,0,2681527.79,518472.21,5210776
1048,"[18, 28, 24, 22, 19]",5,1,4209827.81,790172.19,7941429
1049,"[44, 16, 29, 21, 36]",18,0,207380.96,392619.04,3945920
1050,"[32, 44, 18, 31, 29]",16,0,528837.45,471162.55,4735302
1051,"[26, 38, 20, 24, 22]",10,0,1186900.28,413099.72,4151756
1052,"[26, 41, 23, 18, 7]",16,0,1500015.39,499984.61,5024971
1053,"[43, 40, 2, 5, 25]",10,0,2022936.01,477063.99,4794613
1054,"[43, 14, 36, 18, 37]",16,0,2465872.16,534127.84,5368119
1055,"[2, 10, 18, 42, 22]",6,0,3285955.36,714044.64,7176328
1056,"[33, 21, 32, 41, 3]",5,1,4106035.38,893964.62,8984569
1057,"[24, 20, 16, 36, 38]",15,0,225906.57,374093.43,3759733
1058,"[41, 4, 40, 23, 28]",2,0,374093.43,457883.48,4601844
1059,"[34, 24, 3, 1, 25]",1,0,1068240.55,431759.45,4339291
1060,"[42, 32, 8, 23, 40]",4,0,1425727.29,574272.71,5771585
1061,"[16, 42, 33, 14, 11]",13,0,2510843.75,289156.25,2906093
1062,"[36, 24, 13, 22, 12]",10,0,2741446.13,758553.87,7623657
1063,"[39, 6, 26, 32, 3]",4,0,3771385.78,728614.22,7322756
1064,"[8, 30, 43, 10, 6]",18,0,4095821.31,904178.69,9087223
1065,"[24, 41, 40, 5, 30]",9,0,5215367.08,784632.92,7885758
1066,"[25, 35, 39, 40, 36]",12,0,5811245.44,1188754.56,11947282
1067,"[12, 9, 14, 15, 16]",20,0,6491899.58,1054659.4,10599592
1068,"[10, 9, 28, 8, 32]",16,0,7546558.98,1332827.08,13395247
1069,"[25, 37, 14, 36, 5]",2,0,8879386.06,2318251.5,23299010
1070,"[32, 5, 43, 29, 31]",11,0,11848215.91,3151784.09,31676222
1071,"[22, 42, 36, 39, 17]",14,3,14349421.65,4929569.2,49543409
1072,"[13, 1, 44, 40, 38]",20,0,107062.87,492937.13,4954142
1073,"[32, 14, 2, 23, 24]",11,0,591454.41,508545.59,5111011
1074,"[4, 11, 32, 17, 36]",10,0,1422133.45,577866.55,5807704
1075,"[34, 32, 28, 13, 40]",12,0,1923952.11,576047.89,5789426
1076,"[5, 8, 21, 37, 15]",20,0,2507404.28,692595.72,6960761
1077,"[8, 32, 28, 24, 23]",9,1,3338400.22,661599.78,6649244
1078,"[36, 35, 29, 21, 14]",18,0,148855.66,451144.34,4534114
1079,"[39, 11, 21, 2, 13]",6,1,563496.58,436503.42,4386969
1080,"[6, 21, 34, 28, 12]",16,0,177854.63,422145.37,4242667
1081,"[4, 43, 23, 34, 21]",19,0,748246.0,251754.0,2530191
1082,"[27, 35, 32, 43, 34]",16,1,711336.2,488663.8,4911194
1083,"[22, 33, 11, 34, 38]",16,0,236587.1,363412.9,3652391
1084,"[38, 31, 39, 13, 44]",4,0,485228.38,414771.62,4168559
1085,"[36, 31, 7, 6, 14]",5,0,795950.4,404049.6,4060800
1086,"[32, 35, 15, 5, 36]",9,0,1515079.88,484920.12,4873569
1087,"[39, 6, 23, 12, 7]",16,0,2009669.97,490330.03,4927940
1088,"[23, 32, 26, 34, 42]",16,0,2474078.92,525921.08,5285639
1089,"[37, 18, 13, 26, 1]",17,0,2975486.05,524513.95,5271497
1090,"[9, 3, 22, 11, 42]",12,0,3386915.43,613084.57,6161654
1091,"[31, 39, 32, 8, 20]",8,1,4267733.73,732266.27,7359460
1092,"[3, 18, 9, 21, 25]",20,0,191875.08,408124.92,4101758
1093,"[42, 7, 11, 29, 23]",18,1,580903.71,419096.29,4212023
1094,"[21, 38, 28, 5, 2]",6,0,224316.56,375683.44,3775713
1095,"[3, 15, 24, 14, 32]",8,0,668167.39,231832.61,2329976
1096,"[1, 37, 44, 15, 3]",7,0,607516.05,490188.34,4926516
1097,"[31, 4, 44, 39, 6]",3,0,1097704.39,404235.96,4062673
1098,"[24, 8, 17, 39, 31]",19,1,1567142.86,432857.14,4350323
1099,"[7, 26, 11, 33, 42]",15,0,267110.61,332889.39,3345622
1100,"[24, 28, 18, 34, 29]",17,0,439487.62,360512.38,3623240
1101,"[35, 43, 13, 2, 36]",9,0,810607.74,389392.26,3913490
1102,"[41, 20, 8, 23, 31]",11,0,1086912.22,413087.78,4151636
1103,"[22, 14, 16, 44, 10]",1,0,1578814.11,421185.89,4233024
1104,"[20, 31, 13, 44, 37]",20,0,2054320.59,445679.41,4479190
1105,"[38, 15, 2, 33, 37]",20,0,2530329.85,469670.15,4720303
1106,"[14, 1, 29, 15, 4]",9,0,3142663.66,357336.34,3591320
1107,"[32, 27, 37, 33, 3]",14,1,3357924.71,642075.29,6453018
1108,"[27, 10, 16, 18, 11]",20,0,258824.65,341175.35,3428898
1109,"[3, 45, 34, 19, 23]",2,0,435913.58,364086.42,3659160
1110,"[34, 8, 3, 35, 44]",2,0,815744.53,384255.47,3861864
1111,"[10, 39, 22, 15, 11]",5,0,1089804.78,410195.22,4122565
1112,"[31, 20, 14, 30, 34]",1,0,1517327.69,482672.31,4850978
1113,"[41, 21, 9, 26, 2]",7,1,2119967.13,480032.87,4824451
1114,"[27, 25, 43, 2, 5]",12,0,225853.53,374146.47,3760266
1115,"[2, 18, 26, 12, 4]",18,0,428705.3,371294.7,3731605
1116,"[35, 32, 37, 7, 9]",9,0,797456.63,402543.37,4045662
1117,"[11, 25, 12, 31, 36]",19,0,1287821.35,412178.65,4142499
1118,"[1, 3, 6, 32, 2]",2,1,1720099.96,479900.04,4823116
1119,"[42, 37, 8, 22, 25]",17,0,266493.11,333506.89,3351828
1120,"[22, 6, 9, 10, 13]",4,0,404577.45,395422.55,3974096
1121,"[39, 14, 29, 11, 38]",9,0,806889.33,393110.67,3950861
1122,"[17, 45, 33, 10, 24]",8,1,1133963.19,466036.81,4683787
1123,"[15, 33, 24, 26, 44]",12,0,258663.26,341336.74,3430520
1124,"[8, 24, 20, 45, 14]",8,0,396276.76,403723.24,4057520
1125,"[14, 28, 23, 8, 29]",13,1,822228.25,377771.75,3796701
1126,"[27, 12, 6, 33, 13]",3,0,222171.44,377828.56,3797272
1127,"[23, 6, 20, 39, 3]",1,0,646909.91,253090.09,2543619
1128,"[17, 16, 43, 41, 14]",18,0,748202.74,451797.26,4540676
1129,"[31, 8, 32, 27, 5]",13,0,1088382.53,411617.47,4136859
1130,"[1, 41, 17, 35, 2]",20,0,1578699.59,421300.41,4234175
1131,"[28, 30, 18, 24, 34]",13,1,2044072.69,455927.31,4582184
1132,"[24, 12, 37, 14, 8]",12,1,245236.93,354763.07,3565458
1133,"[12, 11, 17, 25, 41]",13,0,263528.71,336471.29,3381621
1134,"[37, 12, 33, 44, 16]",12,1,408546.01,391453.99,3934211
1135,"[19, 21, 11, 36, 12]",8,1,387095.77,212904.23,2139741
1136,"[38, 7, 44, 30, 36]",14,0,229507.47,370492.53,3723543
1137,"[2, 34, 12, 19, 17]",3,0,457773.23,342226.77,3439465
1138,"[13, 45, 15, 26, 17]",16,0,775124.95,424875.05,4270101
1139,"[20, 30, 7, 18, 15]",12,0,1291109.13,408890.87,4109456
1140,"[36, 1, 4, 9, 42]",7,0,2048446.91,451553.09,4538222
1141,"[16, 18, 22, 2, 24]",3,0,2544165.43,455834.57,4581252
1142,"[36, 15, 22, 45, 11]",2,0,2948943.93,551056.07,5538252
1143,"[37, 38, 31, 19, 25]",14,0,5293068.72,706931.28,7104837
1144,"[10, 12, 39, 19, 7]",5,0,7045064.37,954935.63,9597343
1145,"[6, 12, 40, 4, 2]",9,1,8458478.74,1541521.26,15492676
